h_magnitude,albedo,diameter_m,density_kg_m3,mass_kg,strength_mpa,latitude,longitude,entry_angle_deg,entry_velocity_kms,impact_energy_mt,burst_altitude_km,surface_impact_energy_mt,blast_radius_1psi_km,blast_radius_4psi_km,thermal_radius_3rd_degree_burns_km,tsunami_runup_m,global_effects_fraction,affected_population_local,affected_population_tsunami,affected_population_global,max_affected_population
22.0,0.2648413660556396,102.80922167117792,4279.611304728772,2435001102.6926093,7.195962833947627,56.05134784379052,34.00746063200961,74.50029611994913,13.559362647098546,53.50027852833637,0.0,53.50027852833637,56.521013410484414,22.608405364193764,18.840337803494805,0,0.0,152650.758597946,0.0,0.0,152650.758597946
22.0,0.06331324967022253,210.27017609410876,2320.508178105444,11295741909.961931,2.983168470031,-5.870641123849921,-19.89187854151939,35.857621442174406,19.7317197470985,525.5608015275401,7.040308510465124,0.0,121.05021946462544,48.42008778585018,40.35007315487515,0,0.0,700180.8829796577,0.0,0.0,700180.8829796577
22.0,0.05761756777302458,220.41823491005297,4996.083342543568,28013724779.69612,4.833224381982715,-43.41314151577375,92.62535235652604,47.965279104725255,14.588762257085666,712.5019872754339,0.0,0.0,133.9738236359491,53.58952945437964,44.65794121198303,0,0.0,857667.5751598813,0.0,0.0,857667.5751598813
22.0,0.3839401171079147,85.3872908228172,5500.479906430181,1792994296.700413,0.2607178667328422,-87.63391853515988,165.30569314137313,68.53757012009834,11.297590288403802,27.34820824764741,30.418399450786914,0.0,45.192623322350805,18.077049328940323,15.064207774116936,0,0.0,97591.9937214282,0.0,0.0,97591.9937214282
22.0,0.1868459762961183,122.40047580496791,2646.3394997745727,2540934673.439303,3.297211749216117,1.051208736293745,136.9399613366174,52.36045525164283,14.171115406770864,60.978943804187516,14.57110542263874,0.0,59.040662894525745,23.616265157810297,19.680220964841915,0,0.0,166564.15147758796,0.0,0.0,166564.15147758796
22.0,0.11008973290393101,159.45993103023793,5729.884644380369,12164638762.46786,0.1779709260246219,36.954627098801836,76.24101545743241,72.02716378296627,24.895595217665605,900.9953994213972,23.342123192877718,0.0,144.8767795511968,57.95071182047871,48.29225985039893,0,0.0,1002943.9289099423,0.0,0.0,1002943.9289099423
22.0,0.04120702329594403,260.6389751840753,2119.8768171997563,19652930839.54677,3.1462827871099965,-30.43744592708388,-131.65530892104726,40.18972411432696,14.982344389914536,527.187623159965,1.3509713331524829,0.0,121.174990486534,48.46999619461359,40.39166349551133,0,0.0,701625.0324983572,0.0,0.0,701625.0324983572
22.0,0.48909085666409585,75.65370627474455,6143.37708055909,1392824579.7289774,0.10807533630603636,60.956060293847315,60.20825881405946,74.64818129259147,12.472542082609275,25.893139236221966,32.002328027301395,0.0,44.37647769997881,17.750591079991523,14.792159233326268,0,0.0,94098.94247173381,0.0,0.0,94098.94247173381
22.0,0.1951848943581088,119.7572677234436,6236.2907167726335,5608291925.846297,0.944246670002125,40.62230102576356,79.96866405748597,18.06682042909509,13.907164046982086,129.62420185093697,24.247286547647143,0.0,75.91366472927231,30.365465891708922,25.304554909757435,0,0.0,275371.50725587795,0.0,0.0,275371.50725587795
22.0,0.09426279862172099,172.32759066546984,4693.297834904021,12575961117.581276,5.426247414577988,52.7218680870719,98.69488145253331,64.52627542862888,13.885241335650509,289.7519580289643,0.0,289.7519580289643,99.25827397212545,39.70330958885018,33.08609132404182,0,0.0,470774.0595661651,0.0,0.0,470774.0595661651
22.0,0.26265086756117995,103.23704406547368,2426.9115564788654,1398167668.9932978,4.9597092439703525,79.7858080228317,7.139215695697317,24.55774945185957,23.837300658877965,94.94054760194653,9.837458617571222,0.0,68.42925889328649,27.371703557314593,22.809752964428828,0,0.0,223749.85355750786,0.0,0.0,223749.85355750786
22.0,0.2820301527541544,99.62703595343476,6164.194771234695,3191586386.473107,0.8684589416119562,88.05613936525847,-149.44996884170035,36.59332455459665,14.67370723526076,82.1229671492303,26.563460638208696,0.0,65.19978092570796,26.07991237028318,21.733260308569317,0,0.0,203128.73303266228,0.0,0.0,203128.73303266228
22.0,0.3530608495482612,89.0430853646569,4518.207212117801,1670188029.7735593,0.13989154397422773,-10.83816994328187,94.70878935796281,22.436362196385492,24.344945634368948,118.29361758670797,30.536125287637397,0.0,73.63399496806318,29.45359798722527,24.54466498935439,0,0.0,259081.14858825193,0.0,0.0,259081.14858825193
22.0,0.35018451471385326,89.40802719296721,2455.222981988866,918796007.8020759,4.514555313360453,78.96597735808376,63.20690667506125,24.60821763476678,23.86057669835955,62.51141077163395,13.000976027261467,0.0,59.531161922541,23.812464769016398,19.843720640847,0,0.0,169343.21671354334,0.0,0.0,169343.21671354334
22.0,0.03322274776186115,290.2733776794615,4493.039138786171,57538752742.40886,0.6808741758435621,38.33090167408409,4.4052023121038815,38.606913196219764,23.21996722851736,3707.336243488743,8.249165528679601,0.0,232.15529029142965,92.86211611657185,77.38509676380988,0,0.0,2575349.9790179525,0.0,0.0,2575349.9790179525
22.0,0.1287206148818408,147.46906548059616,6773.276852841559,11373659806.60854,0.22281951797120675,55.0302225513698,-144.70142453120408,68.95228786596917,15.514331726458007,327.14833105705725,24.361815380055557,0.0,103.35690486380624,41.34276194552249,34.452301621268745,0,0.0,510455.7233450387,0.0,0.0,510455.7233450387
22.0,0.16952561452627105,128.50123963278028,4534.789023912266,5038226187.002364,0.5160903072752605,-49.98143209738573,73.142595449516,18.232626908768253,15.362423015822415,142.09389808637198,25.085514807620932,0.0,78.27379704949965,31.30951881979986,26.09126568316655,0,0.0,292760.1024881208,0.0,0.0,292760.1024881208
22.0,0.12049728665646976,152.41803106989425,6926.649400683825,12841946894.394407,6.766647455771108,-56.94278177236228,-142.48127130418982,19.37531291631413,15.852374147850822,385.65398748055435,0.0,385.65398748055435,109.18354754176917,43.67341901670767,36.39451584725639,0,0.0,569630.833217957,0.0,0.0,569630.833217957
22.0,0.07674249165153023,190.98841876958213,6167.477294805722,22497138450.125416,0.16075628375054052,-30.34688243525413,-81.29398224521532,39.549478398969235,15.74706987629136,666.6611064621925,20.258132988039627,0.0,131.03670541298138,52.41468216519255,43.678901804327126,0,0.0,820474.366750532,0.0,0.0,820474.366750532
22.0,0.2654723930257859,102.68696039016913,6013.151953164047,3409154604.1910553,0.27763653552806333,64.32976310632972,26.400040985889007,66.50617388321567,15.523771647546594,98.17920626343485,28.620757818870832,0.0,69.19867274587259,27.679469098349035,23.066224248624195,0,0.0,228809.7970977201,0.0,0.0,228809.7970977201
22.0,0.3550876263653099,88.78860068454482,5698.04652706402,2088316154.3407097,4.524322362526281,1.5588946010208815,-11.199059854465844,25.295063139645517,20.125403221632638,101.0796564855359,13.023850481440395,0.0,69.87350219776387,27.949400879105546,23.291167399254622,0,0.0,233294.29021505904,0.0,0.0,233294.29021505904
22.0,0.45316915411125785,78.59498047886682,6362.677767811818,1617420647.5474463,7.057590914291365,-62.21676933139601,54.54744809571437,27.141998028242398,20.817482164068117,83.76405896593397,0.0,83.76405896593397,65.63122297649078,26.252489190596307,21.877074325496924,0,0.0,205825.92732665155,0.0,0.0,205825.92732665155
22.0,0.20657201635493894,116.40971784698499,3043.6993926552523,2514016303.2622056,7.6649504086580755,-72.04295214600543,-173.53628142036763,35.576858960299795,22.369072351560682,150.3288608980491,0.0,150.3288608980491,79.75759465051613,31.903037860206446,26.585864883505373,0,0.0,303964.722071517,0.0,0.0,303964.722071517
22.0,0.26017699766398855,103.72669301004827,3069.9067885261493,1793888342.5445652,0.2589113598643565,56.86607042192216,-168.25123261215322,46.352566527887035,24.841862337056206,132.29457567951042,28.591685259537748,0.0,76.43142175561925,30.572568702247704,25.47714058520642,0,0.0,279140.57149676373,0.0,0.0,279140.57149676373
22.0,0.11334965240539606,157.15018065578016,3914.486309342656,7954594665.373226,1.0760521467494213,-27.77389451550178,88.51536079004597,49.256708052065825,24.827430123563147,585.9491378637123,19.980773347424297,0.0,125.51950915031162,50.20780366012465,41.83983638343721,0,0.0,752838.0329001256,0.0,0.0,752838.0329001256
22.0,0.0633448473727975,210.21772602504709,2853.464358876475,13879667950.329853,1.562974396585405,62.801320334712756,36.84532638932225,61.07925671625972,24.463528730009536,992.6487694230821,12.726329811153672,0.0,149.63153409813447,59.85261363925379,49.87717803271149,0,0.0,1069856.042457525,0.0,0.0,1069856.042457525
22.0,0.405130627193592,83.12419313821466,3201.178542942659,962699725.1391859,0.13098055767000094,-2.70913882911033,-39.034438518542515,42.71521492798234,17.407711581110796,34.86201948393648,31.163658455498535,0.0,49.00143210562216,19.600572842248862,16.333810701874054,0,0.0,114735.18820620485,0.0,0.0,114735.18820620485
22.0,0.388823079467834,84.84943664322873,6929.232506902321,2216310714.1119137,0.2552720046926871,-86.49566166887804,141.55070443369112,30.748740030260816,19.198022167847128,97.61621227071288,30.49396831690638,0.0,69.06614929274772,27.626459717099085,23.02204976424924,0,0.0,227934.24190235947,0.0,0.0,227934.24190235947
22.0,0.19256225471928157,120.57003853313958,3821.4132259243083,3507040843.7891808,0.17308776593390127,16.789037388152437,14.971402425568073,25.51040992813077,19.94322524957215,166.69015144217,27.250645082950435,0.0,82.55205829127559,33.02082331651024,27.51735276375853,0,0.0,325637.86520582566,0.0,0.0,325637.86520582566
22.0,0.31226054126405794,94.68178280547339,6459.092212306245,2870578234.667915,6.2157549354416295,-27.29958818591973,-95.3803316232548,59.94403536929231,17.909770232929603,110.03421376580582,0.0,110.03421376580582,71.87874856155969,28.751499424623876,23.95958285385323,0,0.0,246876.69870287375,0.0,0.0,246876.69870287375
22.0,0.2562427263900574,104.51995346195784,3812.058938491551,2279060489.02339,1.786134353051019,-78.22388805812443,27.775094634702384,64.2936099410994,16.641730458441103,75.42774908195138,22.403467241600143,0.0,63.37748117647015,25.350992470588057,21.125827058823383,0,0.0,191932.72823480412,0.0,0.0,191932.72823480412
22.0,0.1294191028360369,147.07057436721465,2851.714798815228,4749873868.565918,6.107587127349377,72.96133406467513,-102.50939698637987,18.2642871670153,15.141298865893472,130.1327685393369,0.0,130.1327685393369,76.01281488779372,30.405125955117487,25.337604962597908,0,0.0,276091.29753026826,0.0,0.0,276091.29753026826
22.0,0.3163878407123156,94.0621905864606,3980.259648870702,1734424070.9447725,0.16971846179189953,-15.896254951247258,109.27633122115202,27.71004184599987,15.014377135098409,46.724887182970704,29.91490709418634,0.0,54.02656377583944,21.610625510335776,18.00885459194648,0,0.0,139474.16791936482,0.0,0.0,139474.16791936482
22.0,0.09847770361188475,168.59939992037584,2035.6359322125472,5108187196.698462,1.7532051661526704,-70.08954786671977,109.86970877390968,39.391004097939046,11.257832471915906,77.36681099956287,16.127239343351736,0.0,63.91598571808384,25.566394287233535,21.305328572694613,0,0.0,195208.2053687865,0.0,0.0,195208.2053687865
22.0,0.12757121869727786,148.13191208679854,3900.4650576197473,6638361521.7140875,1.0647389129871727,20.51162850031139,-94.2635851641614,70.44535476479471,22.696096907281948,408.6406655442571,20.927853139371457,0.0,111.31109456541014,44.52443782616405,37.10369818847005,0,0.0,592046.7391447464,0.0,0.0,592046.7391447464
22.0,0.3858865006861047,85.17167493417048,2573.8234154179263,832650857.3673955,0.12269839511390762,37.043858675075,-156.70525344737595,35.021571136666694,17.537745276302314,30.60474589327846,30.99203892612732,0.0,46.9195874723339,18.76783498893356,15.639862490777968,0,0.0,105193.14918128839,0.0,0.0,105193.14918128839
22.0,0.47545946530975675,76.73053602810957,2013.4147662046244,476251731.95530975,5.436666769667218,-82.27415478100642,-23.38182485443113,35.24455124080813,22.73656634431824,29.421489362424957,0.0,29.421489362424957,46.30694641724429,18.522778566897713,15.435648805748096,0,0.0,102464.0160521872,0.0,0.0,102464.0160521872
22.0,0.3153194982085993,94.22140316592252,2194.277404673851,961034228.7422858,9.953723535215703,40.2400490704525,-11.996888466144071,59.821102077321996,11.508302787630189,15.210368792154146,0.0,15.210368792154146,37.16531691278263,14.86612676511305,12.388438970927542,0,0.0,66001.64617677253,0.0,0.0,66001.64617677253
22.0,0.06700823189679146,204.3905920310984,6721.697056274858,30051092293.481762,9.973077460830034,-9.430668582552286,8.72250866640843,53.81053862177111,16.150430283742452,936.7135134220821,0.0,936.7135134220821,146.76647184698425,58.70658873879369,48.92215728232808,0,0.0,1029278.2490307856,0.0,0.0,1029278.2490307856
22.0,0.1253749760511324,149.42372177474192,6470.383171187031,11302831949.358616,0.26400255208852774,57.916822429637364,-47.16732842940581,32.1889194551788,13.750677360895757,255.39581898444473,24.0016176141717,0.0,95.16907615941176,38.06763046376471,31.72302538647059,0,0.0,432783.59855268424,0.0,0.0,432783.59855268424
22.0,0.37127632777882463,86.83130956698828,6616.057224707071,2267915808.158424,5.608853516363378,-11.139776772230945,-102.24778252993862,60.58317386867103,13.528584351605922,49.60323081374638,0.0,49.60323081374638,55.11391310698672,22.045565242794687,18.371304368995574,0,0.0,145144.83336079455,0.0,0.0,145144.83336079455
22.0,0.10742446780269041,161.42595914826666,6377.884633206533,14047382501.520802,1.7596923871825603,-31.481844158255022,121.21874811547718,70.93151352964294,14.110695269808506,334.24934337792956,16.818634536443092,0.0,104.09937290210247,41.639749160840985,34.69979096736749,0,0.0,517815.8185325836,0.0,0.0,517815.8185325836
22.0,0.3077181328099364,95.37804947674087,6432.686240784089,2922377403.8559093,0.976134443492022,57.942853198641075,-165.7016762994951,51.089469030120064,21.56820869111741,162.45862896694615,26.557657278357826,0.0,81.84751917060598,32.739007668242394,27.282506390201995,0,0.0,320103.2823081375,0.0,0.0,320103.2823081375
22.0,0.4071283659837169,82.92000122874484,2307.836744857054,688940325.1688367,9.804524816027183,-48.02719978065542,88.33175875140228,49.969831017299924,20.443699524891436,34.40954362375153,0.0,34.40954362375153,48.78851092995047,19.515404371980186,16.262836976650156,0,0.0,113740.25910167315,0.0,0.0,113740.25910167315
22.0,0.16019762664748,132.18949458920648,2994.9267491792925,3622226916.0417857,4.078888452582904,21.154329878279782,166.13890127453618,72.7024844276201,14.715735386522972,93.73848316121938,10.465496730747738,0.0,68.13923178561514,27.255692714246056,22.713077261871714,0,0.0,221857.21280105505,0.0,0.0,221857.21280105505
22.0,0.259186542685444,103.92469452691186,6958.707452870245,4089624850.618805,0.2588731324033041,43.2773014436772,-138.53462459177987,15.081094018254074,18.016819383247725,158.64195355622581,28.572038017695597,0.0,81.20147948663354,32.480591794653414,27.06715982887785,0,0.0,315069.94055860845,0.0,0.0,315069.94055860845
22.0,0.3330649288605591,91.6770285872837,3493.981281115338,1409615874.9340277,0.5387110970505159,-65.53431803839268,176.57412947800526,50.24317380709688,22.420624572883995,84.67876662466132,28.677452753069566,0.0,65.86925735019014,26.347702940076054,21.956419116730046,0,0.0,207321.632867198,0.0,0.0,207321.632867198
22.0,0.09482280319595589,171.81797092326912,2582.324383522279,6858279436.81604,0.33590692951290746,-28.278180117145503,-90.89812155158465,64.15804123444914,18.770070073016107,288.7521938831404,21.47457518962146,0.0,99.14398171420419,39.65759268568168,33.04799390473473,0,0.0,469690.52566279017,0.0,0.0,469690.52566279017
22.0,0.1651278671919947,130.2011425111721,1645.1470945618169,1901287279.7370968,0.29515887405653357,75.56821003139842,163.6458629329726,24.653042617615775,13.22359445016307,39.730599130342654,25.79925025265666,0.0,51.18385162542282,20.473540650169127,17.06128387514094,0,0.0,125182.90175036165,0.0,0.0,125182.90175036165
22.0,0.08360529220961797,182.9818846572906,3733.114044866554,11975514172.978039,0.14269217667369713,47.5513121488286,59.28364770887663,61.80232782379681,11.214090364735304,179.9702004277661,21.131042827576152,0.0,84.6885685961648,33.87542743846592,28.22952286538827,0,0.0,342711.4951959256,0.0,0.0,342711.4951959256
22.0,0.13825660416580307,142.29250930015934,5105.746396469329,7702008192.191758,7.061111959034933,-30.891262931754284,94.45005214981467,74.47184386021065,11.051030159825876,112.40557020528585,0.0,112.40557020528585,72.39143795982355,28.95657518392942,24.130479319941184,0,0.0,250411.05246482548,0.0,0.0,250411.05246482548
22.0,0.10013968967036722,167.19445129128835,3790.062776421439,9274929277.925787,7.022401498981296,49.20136223831946,61.087113023297064,20.870990056986535,23.588461757197955,616.7202045884693,0.0,616.7202045884693,127.67934653924046,51.071738615696184,42.55978217974682,0,0.0,778969.3849125656,0.0,0.0,778969.3849125656
22.0,0.1647699552190625,130.34247673938816,1799.241836944379,2086152586.3724427,1.3237185976093702,-41.190814359516224,-142.04341296773111,57.141101625564815,16.21778580814,65.57035269638223,21.670877935623707,0.0,60.48677536688301,24.194710146753202,20.16225845562767,0,0.0,174823.55662973385,0.0,0.0,174823.55662973385
22.0,0.2518084268004437,105.43622569628837,1624.9059850028266,997232477.1492587,0.10336567087998312,22.492554168498557,39.66426053571459,27.023977393311007,23.19794439602866,64.13184711481321,29.04291474685123,0.0,60.04117396199686,24.01646958479874,20.013724653998953,0,0.0,172257.2212828369,0.0,0.0,172257.2212828369
22.0,0.10769621842576867,161.22216688216525,3433.7924562357375,7534369695.032101,1.3683182332922275,-8.517572229152563,-78.47108712501506,64.07036492363122,13.914585476994457,174.32745932823022,18.404510378614567,0.0,83.79405213093892,33.51762085237557,27.931350710312977,0,0.0,335510.00232648687,0.0,0.0,335510.00232648687
22.0,0.2968549947808145,97.10750606737064,5890.154197812738,2824123525.0380907,6.346590040656869,-18.843915531571994,138.99380042538326,38.78399744472392,20.56577266383075,142.7420989357451,0.0,142.7420989357451,78.39263908943624,31.357055635774493,26.130879696478747,0,0.0,293649.7647089868,0.0,0.0,293649.7647089868
22.0,0.24204070335980862,107.54266087078989,2862.6031624682428,1864241203.0012672,1.7596913347411995,73.10217603227397,-7.216997146102585,67.06872128506453,22.505953164356438,112.84316337608472,22.20696857395621,0.0,72.48525590903232,28.994102363612924,24.16175196967744,0,0.0,251060.52912509147,0.0,0.0,251060.52912509147
22.0,0.4407389150700872,79.69558847302154,3344.4614771340557,886395751.2356399,0.34363386722683337,-74.40840499546464,17.21283511688111,57.4988954342866,12.524201404974821,16.615219390923066,30.655905683790515,0.0,38.276006451598334,15.310402580639332,12.758668817199444,0,0.0,70005.52630040207,0.0,0.0,70005.52630040207
22.0,0.3399729645682132,90.7408388534761,4329.649413204794,1693790618.5582309,1.7963358502955553,-11.833286370717659,-68.88880408741227,55.92885742904387,24.8370588939082,124.86432846129742,23.740572713470165,0.0,74.97285586939363,29.98914234775745,24.990951956464542,0,0.0,268588.3649351806,0.0,0.0,268588.3649351806
22.0,0.28375849361481464,99.32316403566657,4502.62505309349,2310021615.4687533,3.58781082133322,-39.98279549259232,-74.26900494145734,62.411622665546055,12.75938146187115,44.94212623761849,15.716440311100467,0.0,53.33051744422442,21.33220697768977,17.776839148074806,0,0.0,135903.51258250116,0.0,0.0,135903.51258250116
22.0,0.09898461499657094,168.167137516428,2439.490479740292,6074648390.478336,0.1592149896202647,-71.91069963276685,-28.405049366206242,51.27975116080168,12.701642115396986,117.11680535750415,22.546426289876138,0.0,73.38900476045818,29.355601904183267,24.46300158681939,0,0.0,257360.02089737589,0.0,0.0,257360.02089737589
22.0,0.4510816935843015,78.77662667610544,4468.776530403087,1143877188.18608,1.3302591539619766,47.96960058541359,24.27102437809964,68.47908323241242,15.755104117744256,33.93128310660885,26.801300716541547,0.0,48.56141728346614,19.424566913386457,16.187139094488714,0,0.0,112683.88023039658,0.0,0.0,112683.88023039658
22.0,0.0823524709716329,184.3684750783524,6613.789752870284,21702461682.4978,0.13490605775104553,41.97110465254636,110.82981122917113,17.77378003226635,14.164470370287624,520.3409519266274,21.02352826116058,0.0,120.64812996317423,48.259251985269685,40.21604332105807,0,0.0,695537.061615767,0.0,0.0,695537.061615767
22.0,0.35532281969471186,88.75921058883519,3924.745440877623,1436978959.0594153,1.7140571316817026,-36.467395754472065,-30.44098147143498,27.921532270036707,14.85846174812664,37.91197755769739,24.26785041438967,0.0,50.390662934133516,20.156265173653406,16.796887644711173,0,0.0,121333.08235710808,0.0,0.0,121333.08235710808
22.0,0.12055670396283319,152.38046623655106,4604.114449948998,8529677817.079079,1.6902824935589045,81.45539764192756,-101.90636022832591,53.26866117740799,19.4010342582458,383.6725432214517,18.00082340210928,0.0,108.99623569112744,43.59849427645097,36.332078563709146,0,0.0,567678.0283573053,0.0,0.0,567678.0283573053
22.0,0.331237509309104,91.92956937471592,2492.1400936420246,1013763736.0810347,3.5273655694075456,16.56554190933008,-45.77570489798609,62.23270150654831,21.047435676344435,53.66775915409104,16.697580784898225,0.0,56.579930948000495,22.6319723792002,18.859976982666833,0,0.0,152969.1709486213,0.0,0.0,152969.1709486213
22.0,0.05076244945790645,234.8300636929513,2059.7526701131633,13966088332.183409,5.876214539522841,72.66248626271289,77.11584978099563,30.558671695608165,17.242452718198713,496.19364815076887,0.0,496.19364815076887,118.75219866679484,47.50087946671793,39.584066222264944,0,0.0,673848.7160390711,0.0,0.0,673848.7160390711
